Tweet,Cluster
With all this hoopla about the coronavirus... I'm kinda disappointed there hasn't been any art of a Coronavirus-chan. C'mon artists of the internet! Don't let me down!,1
JUST IN: The Tulsa Health Department has reported that the man who was Oklahoma’s first confirmed coronavirus case has fully recovered. ,2
OMG BC Govt asking retired doctors to re-register for service under coronavirus threat. In Alberta @jkenney and @shandro are firing nurses and forcing doctors out. Complete incompetence at the helm. People are going to die. #abpoli #ableg #yyc #Yeg @Alberta_UCP,1
"All I’m saying is I really pray that the Corona virus doesn’t find my ex girlfriend Emily at 594 Poplar Chase Lane, New Meadows Idaho, Zip code 83654, born 8/6/1996, phone number 2083478666, ssn #518-63-1687.. That would be terrible 🙁",3
"if you lived through the alamosa water salmonella crisis, you’re immune to the coronavirus",6
Governor @GovSisolak has declared a state of emergency in Nevada due to the #Coronavirus outbreak. The declaration frees up additional resources to fight #COVID19 around the state. #Vegas #ClarkCounty – at Grant Sawyer Building,5
If you ever used the SigEp basement bathroom you’re immune to Coronavirus,6
"This is what a #coronavirus commute looks like in San Francisco. No traffic jams. Empty sidewalks. Pedestrians crossing the street with toilet paper and cleaning supplies. A scooter rider wearing a surgical mask. (These photos were taken about a minute apart, shown in order.) pic.twitter.com/HVUvlngiUn",1
"#HollywoodFightNights scheduled for March 29 on @UFCFightPass will be postponed due to the health concerns of the #coronavirus. While this is disappointing news, the health and safety of the boxers and fans comes first. Stay tuned for news of rescheduled show ",5
Donald Trump will address the nation tonight with the announcement of putting the entire country in lockdown for two weeks amid Coronavirus outbreak  The entire nation is set to go in lockdown.,0
Please let’s not compare Rock Hudson dying of AIDS to Tom Hanks getting coronavirus,1
Raining: Corona Virus: *EXIST* *Stays Home to play with the boys* Xbox Live: Servers Are down ,3
"*buys 6 months worth of food, but no months worth of toilet paper 🧻😔 #ToiletPaperApocalypse #coronavirus #ThisViewIsBananas",1
So in 50 years will we call them Coronavirus babies? Quarantine babies? baby boomers 2.0? My friend James suggested Baby Bummers,1
BREAKING: all New Mexico public schools cancelled for the next 3 weeks. @KOB4 #coronavirus #newmexico,5
"San Francisco Firefighters, Paramedics and EMTs will be there to protect our communities during this and any future outbreaks. Keep calm, be kind, and use good information. We recommend the CDC website and the IAFF coronavirus website. ",1
"APS & @PickensTechCO will be extending Spring Break an additional week (now March 16-27) to slow the spread of coronavirus (COVID-19). All athletics, activities, events, facilities rentals and childcare cancelled during this time. Full message: ",5
Corona Virus My ex’s 🤝 Toxic &amp; a hazard to my health,3
"Talked w DMin students today about anxiety and #Coronavirus, about the autonomic nervous system, trauma, self-regulation, and anxious systems. None were trained on this stuff in their MDiv. That’s a problem. We look to pastors to calm and comfort in these times. #traumainformed",1
"Why does Trump keep spelling it “CoronaVirus,” like it’s WrestleMania or something.",0
Read my story about WSU’s announcement regarding Coronavirus. Hope it clears things up a bit. ,1
"Due to the coronavirus, all of our shows for the month of March have been either postponed or canceled. We’re crushed as we were looking forward to seeing you and playing shows but safety first! All refunds will be issued asap. Please bear with us as we are self run. Stay safe💚",5
corona virus cannot stop true love ,3
"Hey i know we haven’t talked in a while but this whole thing with people getting sick reminded me about how I never got sick of you. Anyways if coronavirus doesn’t take you out, maybe I could try again? ",4
Please. Don’t. Name. Tracks. Coronavirus. &amp; don’t use it to promo your music either. Why is this a thing that needs to be said,5
i would risk getting coronavirus for bearings but i don’t want bearings to risk getting coronavirus for me,1
"We interrupt your regularly scheduled Coronavirus programming to bring you this glorious &amp; hopefully peaceful view of the Portland waterfront on this stunning day. 🌸 As you can see, no crowds. #fox12 #portland #pdx #OrWx",1
"a friend of mine who does media buys for payday loan companies says they plan to do a big push around ""coronavirus safety net"" loans haha I hate this country",4
"Six years after an Ebola outbreak led to travel restrictions for many West Africans, the coronavirus pandemic has reversed the situation: A growing number of African countries are imposing restrictions on visits by Europeans.",1
It all sucks but I have to appreciate 2020’s sense of Irony. #Bond now has PLENTY of time to die. #FastAndFurious taken out by the #CORONA virus is more coincidental than anything in those movies #NewMutants is now FAR from New. #AQuietPlace is now the cinema itself pic.twitter.com/khFlCsCsOQ,3
All this tlk about the corona virus makes me wanna get to somebodies pool or beach ASAP!! ,3
me if i see one more mf coronavirus joke ,1
my neighbor just told me that all the rainfall in Los Angeles will kill the coronavirus and that it should all be fine by Monday yep,1
The coronavirus can’t kill me if my depression kills me first,5
"Everyone catching the coronavirus, but I’m catching feelings for you 🥺 👉🏼👈🏼",1
F off corona virus I was ready for baseball szn.,3
ok but who is most likely to take public transit? who is most likely to be homeless? who is most likely to be in prison? who is most likely to experience elderly poverty? i think you will find that coronavirus does discriminate based on race and zip code. ,1
"How Doomsday preppers are rolling to their bunkers filled with food, water, & guns they’ve had stored since Y2K. #coronavirus ",1
Corona Virus? You can bet the Central Plains Region will still be wildin’ at sharkys this weekend 🤷🏼‍♀️,3
"my immune compromised brother is so sick right now (with hopefully not the corona virus) but we don’t know right now. please remember how privileged you are to have a healthy body. although it isn’t dangerous for you, it’s dangerous for my little 9 year old honey bee. 💛",3
"As an undocumented person I've always been prepared for the #COVID19 #coronavirus Since I don't have insurance, I'm constantly washing my hands &amp; disinfecting. #DACA is in danger of being struck down, so I have cans of food, legumes &amp; pasta. The State prepared me for a pandemic",4
Is it me or is the rain here in San Diego and this CoronaVirus outbreak feeling like a scene from a scary movie?!,1
Maybe if we all put the coronavirus graphic over our profile pictures it will just go away,1
"Now that most tours have canceled and many more to come, just a reminder with the means to do so, your support of mid-level bands and below is vital at this time. Coronavirus may not physically effect you, but it’s financial impact will be felt throughout all genres of music. ",1
"Regarding the corona virus outbreak, if you can do one thing for yourself and the world today -get outside , get off your phone , stop gluing your eyes to the media/the chaos and go meditate on the positive thought of this epidemic being resolved",3
"Here’s how coronavirus symptoms differ from the flu and allergies, according to the @WHO &amp; @CDCgov",1
"Imagine what would happen to the world if faced with a much deadlier pandemic or immediate climate crisis? The #Coronavirus is sounding the alarm bell for the planet to wake up &amp; cooperate. We are experiencing firsthand how interconnected we all are - one big family, same earth. ",5
"I wrote about the foolish, nativist policy that Trump is imposing on Europe. I spoke with an infectious-diseases expert who says it doesn’t address the current coronavirus risk in the United States, and note its corrupt similarity to his prior travel ban. ",4
"It’s interesting watching high-paid financial experts and analysts take over an hour of airtime essentially to say, “I don’t know.” What a comfort it is to know the God who does know so that I don’t have to (Philippians 4:6-7). #CoronaVirus ",4
"Corona Virus called, everyone in school is transferring to ",3
“Acknowledgments” page of every book published two years from now: “I’d like to thank the coronavirus for providing me with the uninterrupted time at home I needed to finish this book.”,4
"#Nets currently flying back to New York from California as we speak. Haven’t self quarantined and it’s unclear when or if they’ll get testing. Much is (figuratively) up in the air, as the #NBA Board of Governors prepares to discuss the Coronavirus pandemic again today.",5
The corona virus is going to have such a harsh impact financially on the music industry,3
"BASEBALL SUSPENDED! MLB has suspended all baseball operations indefinitely Spring training is to be canceled as of tomorrow, and season will not start until... What are your thoughts? #CoronaVirus #COVD19 #CoronavirusPandemic #CoronaOutbreak @Mariners @Seahawks",1
The Senate won’t take up the coronavirus bill until after a recess. Just to ensure even more Americans die from government inaction.,5
We have a President. He just hasn’t officially been elected yet. But so relieved to know a grownup has taken on the coronavirus case. ,5
Ryan Braun weighs in on the unprecedented situation facing the Brewers and MLB with the Coronavirus: – at American Family Fields of Phoenix,1
I can’t wait for the Succession coronavirus plot,4
People at the gym are freaking out about coronavirus and saying they’re buying a bunch of broiler chickens at Costco to stock up. Okay good luck with that inflammation. Try stocking up on beans and fruit.... people are so disconnected as to where these diseases come from.,1
"NCAA wrestling : Hey guys! This year we’re historically going to be hosting NCAA’s in a football stadium that seats 45,000 spectators!! The Corona Virus: ",3
I want to thank @GOVMLG and her cabinet for their quick response to the coronavirus. A time like this calls for leadership and unity. She could teach our Denier in Chief a thing or two. ,4
Coronavirus takes a commanding 2-0 series lead over the Utah Jazz.,1
can’t get corona virus if i’m already down with the sickness,3
"looking down at coronavirus, cus that shit’s wack af pic.twitter.com/5aNKmDCXrW",1
"In related news, if you've ever been in a Vegas dayclub pool, you're most likely immune to coronavirus, and every other virus that exists now or in the future.",1
"This Coronavirus situation is a time for isolation, self-reflection, and expanding of the mind. Might I suggest RHONY seasons 1-3? #rhony #bravo",1
you’re telling me....that before the coronavirus.... y’all.....weren’t washing.....your hands?????!!!?!!!!🤢🤢,1
A coronavirus to remember ,5
"Damn, my manager career comes to an end a little early just like that... S/O to the CoronaVirus 😔 ",1
"This is a wreckless and irresponsible tweet. Rudy didn’t know he had Coronavirus and never did anything maliciously. Now Rudy is receiving hate and vitriol he doesn’t deserve when we should be concerned about the health of Rudy, Donovan and all that’ve been around them. ",1
Sorry bout that good morning cat family. How yall doing how has the coronavirus affected your life so far? Is anybody working from home or out of school? What yall doing. I been in the house,4
The really complicated thing to keep in mind about measuring JavaScript framework performance is uh oh the twitter sheriff is here and he’s taking me to twitter jail for tweeting about anything other than coronavirus please remember me and wash your handsssˢˢˢˢ,1
I’d risk coronavirus for that seed tbh ,1
"if you’ve ever used the bathrooms at ninos, you’re immune to the coronavirus.",6
UTSA: Extends Spring Break due to Coronavirus UTEP: ,1
Now Donovan Mitchell tests positive for coronavirus. Rudy Gobert officially the most hated and probably feared man in the #NBA.,1
SLCPD does not have any confirmed cases of #coronavirus. The 4 employees had close contact and are working from home for 2 weeks in an effort to keep #SLCPD as safe as possible. Additional protocols are being used throughout the department.,2
"I rarely ever post anything about veganism on Facebook, but I just posted how to boost your immunity for coronavirus, talking about meat and dairy being inflammatory. Let the internet fighting commence. Lol",4
"Look Utah, I’m going to preemptively tell you this... ...essential oils don’t prevent or cure coronavirus.",1
If the coronavirus kills me before I lose my virginity ima be pissed,4
What the US needs is free testing for the coronavirus. Right now it’s $$$&amp; most people don’t qualify to be tested if they just have symptoms of a cold - Which is exactly how this thing starts. The reason Hanks was tested early in 🇦🇺 is cuz they prepped early &amp; have free testing.,5
This coronavirus is way scarier than I realized: I’ve been watching Japanese cinema all night and apparently this stuff blurs out your genitals entirely.,1
Pueblo isn’t shutting down because not even Coronavirus wants to live and raise a family here.,1
First case of corona virus in porterville🙃,3
I’m so livid and disgusted by the silence from the organizers of the Afronation festival Puerto Rico @afronation. We the attendees have not received any information or the status of the concert with this CoronaVirus pandemic happening.,1
Corona virus is just the flu with some bop in it.,3
i feel like ESC is going to b cancelled this year because of the Corona Virus,3
"After seeing how the world panics over the Coronavirus, I can see why the government would never tell us about ALIENS",4
Gonna tell my grandkicks I survived 2012 and the coronavirus,4
y’all finna get an STD and coronavirus ,1
"My mom chose to stay in Italy during the outbreak because Italy has national healthcare. If she returned to the US (where she doesn’t haven health insurance) and caught coronavirus here, the medical bills could bankrupt her. She shouldn’t have to chose between these. ",5
What y’all trynna do before this corona virus catches up to us?🤔,3
tom hanks got coronavirus from fucking wilson his pet volleyball,1
Don’t bring that corona virus shit here to the rez we doin fine lol,3
"In May 2018, Trump ordered the National Security Council's entire global health security unit shut down, The global health section of the CDC was so drastically cut in 2018 that the number of countries it was working in was reduced from 49 to merely 10. #COVID19 #coronavirus",5
"Hey @MLB the @astros also have the coronavirus let’s make sure to do the right thing and suspend them from playing this year.. Yours truly, all mlb fans @Dodgers @DodgersNation",1
Corona virus came up faster than you AV rappers,3
Horny will make me throw all the corona virus precautions out the window,3
Outside @Golden1Center giving the fans what they want! #CoronavirusPandemic #coronavirus can’t stop basketball 🤞🏾🏀❤️ @BigBogut73 @NBA @SacramentoKings @CarmichaelDave @SacBee_JoeD #SacramentoProud #RIPKobe – at Golden 1 Center,1
@SacramentoKings game got canceled for #coronavirus so we had to turn sactown up! 👑 #BIBBY #3andD #SacramentoProud @TheOnlyAmair @NBA @CarmichaelDave @SacBee_JoeD,1
*world literally shuts down bc coronavirus* GCU: ,1
so nobody’s gonna talk about the fact that a patient died from corona virus at Pomona Valley??? ,3
"Well my Twitter family, my wife and I will be welcoming our baby boy into the world tomorrow! Keep us in your prayers for good health and a safe delivery.🙏🏽 This whole Coronavirus has me in worry mode! 😰",4
Let’s say you really don’t take the #coronavirus seriously &amp; you think these cancellations are an overreaction. Isn’t the worst case scenario of us laughing about it in 6 months infinitely better than us wishing we had done something more 6 months earlier?,5
"In all seriousness, and this is serious stuff, we are with you at @KCRW. We will provide you with responsible reporting on #Coronavirus. You have my word that we will give you the most up-to-minute, thoughtful information on this, with the context we all need to get through this.",5
"The policies Bernie has been fighting for on health care, paid sick leave, and more are exactly what we need to overcome the coronavirus crisis. Bernie should do a major address focused entirely on this issue as soon as possible.",5
If ever there was a day for a maximum to be placed on the amount of news allowed... today was the day. #bewell #coronavirus,5
News: Coronavirus is serious Black people: Man who gives AF News: NBA cancelled Black people: Damn this shit is serious,5
My timeline has turned into all my Asian homies clapping back at any racist tweets they see on the TL due to the coronavirus and I’m all for it. drag those ignorant mfers,1
"My @Uber driver just told me “I purposefully cancel trips on Asian passengers because of the coronavirus” I’m sorry, the virus doesn’t excuse your blatant racism Amidst this panic can we at least practice mindfulness Stand for something or be just as guilty with your silence",1
Rt if you don’t have Coronavirus.,1
If you’ve been here you’re immune to the corona virus ,6
Knew us IE people built different. What coronavirus ? ,5
"Get the corona virus and you’re moms going to blame it on going outside without a sweater and leaving the window open at night, te cuidas",3
Nobody: Coronavirus: ,1
who else is freaking the fuck out about coronavirus!?!! go wash your hands !! stay safe my babies sending prayers all around the world,5
"“Yeah, it’s true. My parents have coronavirus.” ",1
"“I’m smart enough to know what I don’t know, and I’ll defer to those who do.” Mark Cuban with the coronavirus quote of the month.",4
Corona virus is a distraction. Something bigger is going on. Stay woke.,3
I’m honestly not scared of getting the Corona Virus because I had cancer like I did my time. 😂,3
.@TulsiGabbard calls for setting up an Emergency Aid Package that would include #EmergencyUBI to help out every American during the Coronavirus Pandemic ,5
If you’ve ever eaten candy found while cleaning a theater than you’re immune to the corona virus,6
Kobe gone Pop Smoke gone NBA season gone Tom Hanks got the coronavirus Climate change still kicking our ass It’s only March pic.twitter.com/cQ9Jj2qfw9,1
"I’m 23 years old, and I’ve had Type 1 Diabetes for 21 years, if I get the Coronavirus, it will not be pretty with my already compromised immune system. No one ever thinks I have T1D because I look so normal. We need EVERYONE to take this seriously and take the right precautions ",4
"Many working in public health fighting #Covid19 in various ways are true heroes - long hours, risk to self, dealing with an increasingly scared population, all sorts of pressures, limited guidance, many unknowns. I thank them. And so should we all. #coronavirus",5
"If my children get the coronavirus I’m blaming you, @Pontifex #AmazonSynod You didn’t just open a can of worms-rather, portals of demons. What do you think is going to happen when you allow pagan worship in God’s house? I’d be making some serious reparations. #CatholicTwitter",1
If I die from Coronavirus before I get the chance to play this new Batman game I’m gonna be pissed,4
"Before this corona virus hit, anyone wanna admit they in love with me 😩",3
So which cast member gonna take one for the team and get coronavirus so they shut this place down and pay us? Looking at you Rendy,5
"Disappointed with what I saw from @donlemon tonight. Instead of taking a moment to unite the country, his first comment on air was criticizing @realDonaldTrump. This isn’t the time to score political points. People are dying &amp; Americans are scared. We MUST do better. #Coronavirus",5
this whole coronavirus thing DOES NOT give anyone the excuse to be racist. PERIOD!,1
"Juco is so gritty, we don’t cancel class or games for corona virus. @esim69 @jucoroute",3
if you aren’t taking corona virus serious don’t talk to me,3
If you scared of the coronavirus you pussy,1
The NBA plans for this to be a hiatus.... the season will hopefully resume at some point in the near future once the threat of Corona Virus has been contained/resolved. The @PelicansNBA are working closely w/ the NBA &amp; will address fans as they learn more in the next day or so.,3
STARTING A GOFUNDME FOR TICKETS TO AUSTRAILIA SO I CAN FLY THERE AND SUCK THE CORONAVIRUS OUT OF TOM HANKS,4
Damn Tom Hanks did not deserve to be the first celebrity with corona virus Im sad,3
A nigga just ran in the bank and said “I got coronavirus everybody get the fuck down before I sneeze on everybody in this bitch”,4
"Rudy Gobert tests positive for Coronavirus, probably regretting this decision right now ",1
"NEW: In announcement of season suspension, NBA says that the Jazz player who preliminarily tested positive for the coronavirus was NOT in the Chesapeake Energy Arena tonight. @koconews",5
Lori Loughlin paid me to take her daughters corona virus test for her,3
Corona virus got the NBA season suspended ,3
Call me coronavirus because nobody wants me okay bye,1
Can’t go to a festival/concert out of concern for the #coronavirus? Support an artist by purchasing merchandise!,1
"If this Corona Virus is so serious don’t nobody go to work, nobody go to school, let’s go get fucked up at Highwire.",3
An abdication of duty. There is so much Trump assumed about the spread of coronavirus here. Stephen Miller’s speech called it the “foreign virus.” Then he bans travel to Europe for 30 days? No empathy at all for our allies; just blame. And what about the tests? What is our plan?,0
Why is the UK exempted from the travel ban!? But Europe isn’t? Hello u can take a plane or train from Europe to the UK! and ps coronavirus is in the UK! Oh and what about all the Americans coming from Europe to USA. That’s just stupid. I’m sorry! We need testing not travel bans!,5
Senate Republicans blocked an emergency paid sick leave bill from moving forward to help with the coronavirus pandemic. The bill put forth by Democrats would have guaranteed 14 days of paid leave for affected workers. Seems like that would’ve been useful. ,5
"Some of the bureaucracies that we have set up to protect ourselves have now cost lives, at least in one instance. That big “exclusive” on the coronavirus outbreak in Seattle that the @nytimes reported last night? @amymaxmen had the story almost a week ago.",5
#coronavirus not gon steal this joy!!! 🧴💦 ,1
If you’ve ever WRESTLED you’re immune to coronavirus 🤼‍♂️🤯💯,6
"Via @CNN there are 1,200 confirmed corona virus cases in the US. To put that in perspective that is approximately .00036% of the US population. Thank goodness colleges are canceling their spring sports seasons. Obviously we’d rather not compete than take the 99.99964% chance",3
Everyone from corona should be immune to corona virus it’s a birth right,3
The biggest scandal in Las Vegas is the lack of coronavirus testing that's been going on for the past several weeks. Local news media has basically ignored it.,5
"From 2014. Oh. So you will do the same for all the people who have contracted coronavirus because of your incompetence? Asking for 200,000,000 friends. P.S. There is always a tweet, &amp; TWO people in America got Ebola in 2014, who were treating 9 others who got it in Africa ",5
"Let’s be grateful to those who behave civically towards one another, protect each other, and to those, especially workers, who are saving lives and health. #corona #coronavirus #healthworkers",5
"Who else got a dozen different emails from schools, employers, companies,nonprofits etc. today that started out with the words “out of an abundance of caution...”?? #CoronaVirus #COVID19",1
"Effective immediately, due to the coronavirus no one is allowed to visit my home unannounced or announced! I am also not accepting any invitations to attend any public events! So basically, nothing has changed! Thanks, Management",4
The fact that im more scared of justins shows getting canceled then I am of the actual Corona virus really just proves what my priorities in life are,3
"Coronavirus got y’all washing y’all hands , I wonder what virus is going to have y’all washing ya asses.",4
Shout-out to everyone playing the 'Pollen Allergies or Coronavirus?' game today,1
Coronavirus canceling everything but my bills 🤦‍♂️,1
me flying all around asia during the coronavirus outbreak ,1
"WHO declares coronavirus a pandemic. PORTUGAL: they shop without thinking about the community and they go to the beach because it’s a sunny day. 👏🏼 Pessoal, mais consciência. ",1
Marrianne Williamson has some ~thoughts~ on the coronavirus. ,1
This corona virus is just apart of the government plan check the history during election years,3
"Fabio Wajngarten, press minister of Brazil, is not well and is being tested for Coronavirus. He was at Mar-a- Lago this weekend with Donald Trump, Mike Pence and Brazilian President Jair Bolsonaro. ",0
The one good thing about #coronavirus is @mattswider becoming an international star! Thank you to the people of Egypt for keeping our friend safe! #SendMattSwiderHome #letmyswidergo,5
Coronavirus is like the fan who stays on stage too long to stage dive,1
who trynna kill the Coronavirus w/ me? 🥴 ,1
"If it Tony vs Khabib gets cancelled because of Coronavirus, that will confirm that this match up is truly cursed and it’ll be time to give up on this dream fight happening.",1
SOLVED: coronavirus COVID-19 Spelled backwards DIVOC D= 4th letter of the alphabet IV= 4 in Roman Numerals O= 0 C = 3rd letter of the alphabet 4+4+3 = 11 Corona beer packs come in 12 11+12 = 23 Carry down the 19.. 23-19..... we all know what that means #coronavirus ,1
"SCOOP: Amazon Care has offered to help deliver coronavirus test kits to people’s homes in the Seattle area for free. The talks with public health groups are ongoing, I hear: ",5
if you’ve survived going to the LA Coliseum for a USC Football game you’re immune to the coronavirus,6
Starting to like this so called coronavirus ,5
Climate change need to hire corona virus’s publicist,1
"Dems have convinced themselves that Trump is an “existential threat” such that voters don't care about @JoeBiden’s frailties. The market’s down, robbing Trump of a talking point. They're beating him up over the coronavirus, no matter what he does. James Carville is smiling again.",0
If anyone would like some actual facts about the Corona Virus from an expert in infection disease epidemiology Along with a time stamp on the topics in the video ,3
"The sooner coronavirus kills resort fees, the better ",1
If you’ve lived in the bricks you’re immune to Coronavirus #sjsu,6
I wonder how this corona virus thing is gonna pan out in the next few months for all of us touring artists that rely on having to travel all the time... 🤔,3
"Alright College of Nursing/chemistry majors, you have 3 days to fake a Coronavirus outbreak at UTEP to get classes shut down or the rest of the majors are gonna kick your ass",1
"Should fans be allowed to attend the #NebPreps boys state basketball tournament, in the wake of coronavirus fears? Retweets count as an extra vote. 🏀",1
CORONA VIRUS WONT CATCH ME SLIPPIN AT THE CLUB ,3
"It’s my understanding that the Corona virus is causing a shortage of cotton products due to no textile production in the world. If I were the public I would rush out and purchase all the cotton products available, socks, sheets, underwear, towels, etc.... #gocotton",4
Ight Who’s dumbass brought the coronavirus to new Mexico,1
Only two things on my mind today 1) Don’t get coronavirus 2) Play more #Warzone Let’s do this.,5
If you have eaten the food in the cafe at NWOSU you are without a doubt immune to the corona virus,3
No offense but I was a tweeker and use to take bong loads of meth out a gas mask...corona virus could never 😈,4
"Here’s a look as #Colorado’s first drive-thru #coronavirus #COVIDー19 test lab is now open. Long, growing line of cars at a standstill. Expect to wait! You must also have a doctor’s note to get tested by @CDPHE. @CBSDenver",5
"First virtual-only @VMware company all-hands. Making the appropriate changes to deal with coronavirus. Doesn’t dampen the excitement though, especially after the modern apps launch yesterday! – at VMware Gym",1
"Heard in the SportsBook Staff:What brings you to Vegas? Guest: the Corona Virus, flight was cheap. @LasVegasLocally @VitalVegas",3
Can you get a medical redshirt for Corona Virus? Asking for all student-athletes losing their szns,3
Ghealdan reports 1st case of Coronavirus! You won't believe who it was! Creator not worried about Dark One's plan to break Wheel... Lord Perrin in the doghouse! What did he say this time? Find out more in the Weekly Wheel News today! #twitteroftime #wheeloftime #WOTwednesday,1
I was at 4 different CA wineries yesterday across NoCal. Everyone is predicting a decline in tasting room sales similar to the fires of the last few years from Coronavirus. Everyone is now acutely aware that the tasting room model for acquiring customers is terribly brittle.,1
You make coronavirus look compassionate by comparison. ,1
Of relevance to #microBEnet - survival of #Coronavirus #SARSCoV2 on surfaces #covid19,1
Coronavirus doesn’t stand a chance ‘round here. Follow us on TikTok! #RollOn,1
Do you think the media is intentionally stoking Corona virus FEARS for political purposes? 🤠,3
"Before Coronavirus, I'd Cough to cover a Fart.. Now I Fart to cover a fucking Cough.",1
"Real talk… I’m going to be the first in my family to graduate college so fuck an online graduation. Idgaf, I’ll show up to the quad decked in my cap and gown and my parents by my side… me vale madre. I worked my ass off for that degree. Coronavirus can suck my-",1
So like it seems like the idea of Coronavirus is doing more damage than the actual virus.,3
Y’all think I’m gonna miss the gym to avoid getting coronavirus? Lmao y’all trippin,1
I wanna go out but Im scared to be drunk off my ass and get the coronavirus,4
"It will be fascinating to see, if Sanders stays in the race, how he approaches the debate with Biden next week. Selling him on Medicare-for-all seems like a recipe for failure. But could he focus an argument for it around the coronavirus pandemic? Perhaps. ",5
me refreshing my email checking for the “transition to online classes due to corona virus outbreak” message ,3
"@our customers, please don’t leave us with all the ongoing coronavirus concerns. health &amp; safety is our number one concern but we’ll be open &amp; here for you 🥺👉👈 *pic of bulgogi fries &amp; self-serve drinks for attention* ",5
Let’s get rid of this Coronavirus thing! We can all squeeze together and pound beers when it’s gone! ,5
"Twitter’s Curation team has done excellent work covering coronavirus. Been looking at their roundup daily. Twitter is a tech platform, it’s also a news organization. ",1
Was buying latex gloves for fisting and the cashier said it’s good I’m preparing for the corona virus early 😂😂,3
how do i politely tell my parents that school is cancelled indefinitely because of coronavirus but also i can’t go home because it is simply Bad for my Wellbeing,1
"Coronavirus speculation has broken the Boise Bench Dwellers Facebook page and honestly, this is A Mood ",1
yesterday my nail tech felt the need to tell me over and over that she’s clean and hasn’t been exposed to coronavirus because the profiling has been so bad lately and almost put her out of business. that makes me SO SAD! STOP BEING RACIST AND WASH UR F*UCKING HANDS,1
I was supposed to live my best life in 2020 but this bitch named coronavirus is fucking everything up,4
smh postponing a festival cuz of coronavirus? FYRE FEST would NEVER,1
"In Italy, 54,000 patients have been tested for the new Corona virus. 8,000 were tested positive, 700 have been healed and 463 have passed away. Medical teams are at their limits hospitals overwhelmed. Many here in the US say: this is just like the flu. Do the math - it’s not.",3
"A group of Democratic senators led @SenWarren are demanding to know what plans the Federal Bureau of Prisons—and the private companies it contracts with—have in place to protect inmates, staff, and their families from coronavirus. @nhbaptiste, reporting.",1
iono bout y’all but coronavirus got life crackin ,1
Coronavirus has essentially just turned corporate America into Europe. Everyone naps from 2-3 and wine bars are packed on Tuesday afternoons.,1
"With all this Coronavirus negativity going around, let’s just celebrate that the Orlando regional is next weekend!!!! Aka best arena/lighting/weekend of the season!!🥺💛",1
"I drank water from the water hose in Arvin, my immune system will destroy the Coronavirus. Easy money ",4
"Sharing this coronavirus thread again from @DoctorYasmin, who is an expert. I’m seeing too many journalists on here looking like hysterics. If you’re one of those people, I say this with love: get the fuck off Twitter and calm down. You’re making things worse. You’re not helping.",4
me before reading there’s 5 positive tested people w coronavirus in south dakota vs me after reading there’s been 5 positive tested people w coronavirus in south dakota ,5
Im immune to coronavirus bc I took a pill I found in the air vent,4
"Kudos to @marklevinshow for kicking his show off today by thanking the President, the Vice President, the health workers, and everyone else managing #coronavirus.",0
Not professors from the #1 public university in the world who make upwards of $250k a year claiming that low-income students w/o healthcare are overreacting in regards to coronavirus,1
uta students- there’s a petition going around to have uta postpone coming back from school due to the coronavirus and its effects. please take a moment to read and sign. ,1
"csusm cancelled class 2-3 years ago because of the fires that happened near our campus for student safety, but they can't make a public statement addressing the fact students are being quarantined and have been in contact with another student who tested positive for coronavirus.",5
If you’ve been to Ireland’s you’re immune to the corona virus,6
"What happens when Trump sycophants/supporters show up at hospitals now with coronavirus? Send them to a hoaxpital? Do we tell them their illness is Fake News, a “hoax” and “its contained” and “its really working out”, like Orange Nero and Vice President Undertaker say?",0
Other schools: were shutting down campus because of the corona virus CSULB: pfffffffff guess what? ,3
Moving all first dates to FaceTime to see if they’re hot & personable enough to risk getting coronavirus,1
"There are no reported cases of the novel coronavirus (COVID-19) at #TexasTech. We will continue to monitor the situation and update our community as new information develops. For the latest, please visit: ",2
"look, half our leadership is likely gonna keel over due to coronavirus. So maybe warren can slip in as the designated survivor. lol ",1
Corona Virus out here cancelling everything but student debt 😭😫,3
"Family, The Governor has declared a state of emergency in response to COVID-19. In Denver Public Schools we have NOT had any students or staff test positive for the Coronavirus. ALL schools will remain open and we will continue business as usual.",5
THIS MAN IS A GENIUS he figured out the Corona virus problem 😮 ,3
At least we don’t have the coronavirus ,5
Be safe out there ✈🤧 #coronavirus #CoronavirusOutbreak @BradFiorenza,1
Daily reminder to check on your freelancer friends. The Coronavirus scare has events/clients canceling left and right. Which means a majority of us aren’t making money. We are NOT okay!,5
"Ya know, the coronavirus is scary and all but like I found a cruise for $70 to the Bahamas so likeeeeeeee who’s tryna go",4
💨💨💨Hey guys calling it the “Chinese coronavirus” does nothing to slow it down outside of China and does not absolve other countries of poor handling.,1
BREAKING: Coronavirus to receive Medal of Honor ,1
"He’s using the Coronavirus to argue for a racist wall when in reality there are only 7 confirmed cases in Mexico. Meanwhile, the US has 755. ",2
"The symptoms Rep. Gosar is displaying may seem alarming but don't worry, the coronavirus has nothing to do with it.  via @azcentra",1
What has two thumbs and didn't catch the Corona virus at CPAC? #CPAC #CPACcoronavirus #CPACvirus @MittRomney,3
"I confess, I don’t know much about payroll taxes. It seems like that would benefit businesses. Are businesses coming down with coronavirus or are people? How does this help people?",4
Praying for strength and resources to all the doctors around the world tonight dealing with the novel corona virus. That Italian account I just read was a MESS. 😔,3
